maker,year_range,supplier_group,product,trade_year_cnt,total_volume
BAIC Zhenjiang,2016-2020,Chengdu Xiling Power Science & Technology Incorporated Company,camshaft,1,543
BAIC Zhenjiang,2016-2020,Chengdu Xiling Power Science & Technology Incorporated Company,crankshaft,1,756
BAIC Zhenjiang,2016-2020,Faurecia,catalytic_converter,2,696
BAIC Zhenjiang,2016-2020,FAW Group,shock_absorber,1,674
BAIC Zhenjiang,2016-2020,"Precision Sintered Products (Wuxi) Co., Ltd.",shock_absorber,1,430
BAIC Zhenjiang,2016-2020,"Shanghai Carthane Co., Ltd.",shock_absorber,1,923
Baoneng,2021-2025,Bosch,abs_esc,2,840
Baoneng,2021-2025,Faurecia,catalytic_converter,2,813
BAW,2016-2020,BAIC,abs_esc,1,972
BAW,2016-2020,"Sichuan Science City Jiangtai Electronics Co., Ltd.",catalytic_converter,1,885
BAW,2016-2020,"Sinocat Co., Ltd. (Formerly Sinocat Environmental Technology Co., Ltd.)",catalytic_converter,1,545
BAW,2021-2025,"Beijing Asia-Pacific Automobile Chassis System Co., Ltd.",abs_esc,1,587
BAW,2021-2025,Beijing West Industries,abs_esc,2,1539
BAW,2021-2025,Bosch,abs_esc,1,560
BAW,2021-2025,China South,shock_absorber,1,802
BAW,2021-2025,Dongan,automatic_transmission_(at),2,2584
BAW,2021-2025,"Shanghai LEEKR Technology Co., Ltd.",abs_esc,1,935
BAW,2021-2025,Youfin,abs_esc,1,333
Beijing Automobile Works,2011-2015,"Tangshan Aisin Gear Co., Ltd.",manual_transmission,1,464
Beijing Automobile Works,2011-2015,"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd.",chassis_frame,1,112
Beijing Automobile Works,2016-2020,BASF Catalysts,catalytic_converter,2,2572
Beijing Automobile Works,2016-2020,Bosch,abs_esc,2,2392
Beijing Automobile Works,2016-2020,Chengdu Xiling Power Science & Technology Incorporated Company,camshaft,1,825
Beijing Automobile Works,2016-2020,Chengdu Xiling Power Science & Technology Incorporated Company,crankshaft,1,943
Beijing Automobile Works,2016-2020,"Sichuan Science City Jiangtai Electronics Co., Ltd.",catalytic_converter,1,1468
Beijing Benz,2011-2015,Benz,crankshaft,2,2320
Beijing Benz,2011-2015,Benz,cylinder_block,2,2425
Beijing Benz,2011-2015,Bosch,abs_esc,1,700
Beijing Benz,2011-2015,Continental,abs_esc,1,255
Beijing Benz,2011-2015,Nidec,water_pump,1,2357
Beijing Benz,2011-2015,Purem,catalytic_converter,1,1173
Beijing Benz,2011-2015,Sogefi,stablizer,2,2997
Beijing Benz,2011-2015,Tenneco,exhaust_manifold,1,1499
Beijing Benz,2016-2020,Benz,abs_esc,1,812
Beijing Benz,2016-2020,"Bohai Automotive Systems Co., Ltd.",piston,1,1436
Beijing Benz,2016-2020,Bosch,abs_esc,4,7136
Beijing Benz,2016-2020,Boysen,catalytic_converter,3,1621
Beijing Benz,2016-2020,Continental,abs_esc,6,7732
Beijing Benz,2016-2020,Denso,starter_motor,1,8515
Beijing Benz,2016-2020,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,1,1550
Beijing Benz,2016-2020,Katcon,catalytic_converter,1,240
Beijing Benz,2016-2020,MAHLE,camshaft,1,8740
Beijing Benz,2016-2020,"MS Motorservice Asia Pacific Co., Ltd.",water_pump,1,753
Beijing Benz,2016-2020,Nidec,water_pump,1,8331
Beijing Benz,2016-2020,Purem,catalytic_converter,5,26235
Beijing Benz,2016-2020,Rheinmetall,oil_pump,1,6497
Beijing Benz,2016-2020,SAIC Motor Group,cylinder_block,1,9565
Beijing Benz,2016-2020,"Shanghai Sachs Huizhong Shock Absorber Co., Ltd.",shock_absorber,1,1351
Beijing Benz,2016-2020,thyssenkrupp,crankshaft,1,8200
Beijing Benz,2016-2020,ZF,abs_esc,9,27780
Beijing Benz,2021-2025,Bosch,abs_esc,3,2660
Beijing Benz,2021-2025,Purem,catalytic_converter,2,1778
Beijing Benz,2021-2025,Tenneco,shock_absorber,1,243
Beijing Benz,2021-2025,ZF,abs_esc,3,1160
Beijing Borgward,2016-2020,Aisin,automated_manual_transmission,1,821
Beijing Borgward,2016-2020,Bosch,abs_esc,1,462
Beijing Borgward,2016-2020,"Japhl Powertrain Systems Co., Ltd.",catalytic_converter,2,3183
Beijing Borgward,2016-2020,"Kunming Sino-Platinum Metals Catalyst Co., Ltd.",catalytic_converter,1,917
Beijing Borgward,2016-2020,Sango,catalytic_converter,2,2270
Beijing Borgward,2016-2020,Sango,exhaust_manifold,1,403
Beijing Borgward,2016-2020,ZF,abs_esc,3,5831
Beijing Hyundai,2011-2015,Aichi,crankshaft,1,795
Beijing Hyundai,2011-2015,Beijing,automatic_transmission_(at),1,788
Beijing Hyundai,2011-2015,"Beijing Daeseung Precision Auto Parts Co., Ltd.",power_steering_pump,1,6083
Beijing Hyundai,2011-2015,"Beijing Meili Daewon Spring Co., Ltd. (Formerly Beijing Daewon Asia Automobile Science & Technology Co., Ltd.)",stablizer,1,7337
Beijing Hyundai,2011-2015,BEPC,camshaft,1,8050
Beijing Hyundai,2011-2015,Faurecia,catalytic_converter,2,1370
Beijing Hyundai,2011-2015,Federal-Mogul,piston,1,978
Beijing Hyundai,2011-2015,Guangzhou,clutch,1,1295
Beijing Hyundai,2011-2015,HL Mando,abs_esc,2,1521
Beijing Hyundai,2011-2015,HL Mando,disc_brake_(pad),1,896
Beijing Hyundai,2011-2015,Hyundai,abs_esc,1,508
Beijing Hyundai,2011-2015,Hyundai,automatic_transmission_(at),1,4525
Beijing Hyundai,2011-2015,Hyundai,cylinder_block,1,6085
Beijing Hyundai,2011-2015,Hyundai,manual_transmission,2,3314
Beijing Hyundai,2011-2015,Hyundai,steering_gear,1,233
Beijing Hyundai,2011-2015,"Jiangsu Hyundai WIA Co., Ltd.",crankshaft,1,1175
Beijing Hyundai,2011-2015,"Jiangsu Hyundai WIA Co., Ltd.",cylinder_block,1,1323
Beijing Hyundai,2011-2015,Sejong,catalytic_converter,1,1869
Beijing Hyundai,2011-2015,Sejong,exhaust_manifold,1,816
Beijing Hyundai,2011-2015,"Shanghai Valeo Automotive Electrical Systems Co., Ltd.",starter_motor,1,3371
Beijing Hyundai,2011-2015,Valeo,clutch,1,218
Beijing Hyundai,2011-2015,"Wendeng Dong Yang Piston Co., Ltd.",piston,2,6209
Beijing Hyundai,2011-2015,Wonder Auto Technology Group (WATG),starter_motor,1,651
Beijing Hyundai,2011-2015,"Wuxi MOBIS Automotive Parts Co., Ltd. (MWX)",abs_esc,1,939
Beijing Hyundai,2016-2020,"Cangzhou Mopam Auto Parts Co., Ltd.",crossmember,1,357
Beijing Hyundai,2016-2020,Exedy,torque_converter,1,2184
Beijing Hyundai,2016-2020,Faurecia,catalytic_converter,6,5888
Beijing Hyundai,2016-2020,"Hebei Dongta Auto Parts Co., Ltd.",chassis_frame,1,263
Beijing Hyundai,2016-2020,HL Mando,abs_esc,5,5062
Beijing Hyundai,2016-2020,Hyundai,abs_esc,1,835
Beijing Hyundai,2016-2020,Hyundai,automated_manual_transmission,1,1790
Beijing Hyundai,2016-2020,Hyundai,automatic_transmission_(at),1,496
Beijing Hyundai,2016-2020,Hyundai,manual_transmission,2,1864
Beijing Hyundai,2016-2020,"Liyuan Piston Industry Group Co., Ltd.",piston,1,342
Beijing Hyundai,2016-2020,"Saeron Automotive Beijing Co.,Ltd.",disc_brake_(pad),1,1514
Beijing Hyundai,2016-2020,Sangsin,disc_brake_(pad),1,693
Beijing Hyundai,2016-2020,Sejong,catalytic_converter,8,15650
Beijing Hyundai,2016-2020,"Shanghai Carthane Co., Ltd.",shock_absorber,1,784
Beijing Hyundai,2016-2020,Tenneco,shock_absorber,1,433
Beijing Hyundai,2016-2020,"Tianjin Beite Automotive Parts Co., Ltd.",shock_absorber,1,980
Beijing Hyundai,2016-2020,"Wooshin Industrial Co., Ltd.",catalytic_converter,1,861
Beijing Hyundai,2016-2020,"Wuxi MOBIS Automotive Parts Co., Ltd. (MWX)",abs_esc,5,10470
Beijing Hyundai,2021-2025,Delphi,disc_brake_(pad),1,2543
Beijing Hyundai,2021-2025,Faurecia,catalytic_converter,1,392
Beijing Hyundai,2021-2025,HL Mando,abs_esc,1,574
Beijing Hyundai,2021-2025,Hyundai,fuel_pump,1,730
Beijing Hyundai,2021-2025,Hyundai,manual_transmission,2,2953
Beijing Hyundai,2021-2025,Sejong,catalytic_converter,1,3312
Beijing Hyundai,2021-2025,"Wuxi MOBIS Automotive Parts Co., Ltd. (MWX)",abs_esc,3,4293
Beiqi Foton,2011-2015,"Changchun Yidong Clutch Co., Ltd.",clutch,2,2822
Beiqi Foton,2011-2015,"Tangshan Aisin Gear Co., Ltd.",manual_transmission,1,700
Beiqi Foton,2011-2015,ZF,manual_transmission,1,728
Beiqi Foton,2016-2020,Beijing West Industries,abs_esc,1,1984
Beiqi Foton,2016-2020,Bosch,abs_esc,4,3493
Beiqi Foton,2016-2020,Continental,abs_esc,1,178
Beiqi Foton,2016-2020,Exedy,clutch,1,425
Beiqi Foton,2016-2020,Foton,catalytic_converter,1,338
Beiqi Foton,2016-2020,"Kunming Sino-Platinum Metals Catalyst Co., Ltd.",catalytic_converter,1,939
Beiqi Foton,2016-2020,Magna,manual_transmission,1,559
Beiqi Foton,2016-2020,"Shanghai Zhelin Auto Parts Co., Ltd.",manual_transmission,1,370
Beiqi Foton,2016-2020,"Shenyang Sanwei Machinery Co., Ltd.",crankshaft,1,291
Beiqi Foton,2016-2020,"Sichuan Mianyang Huayuan Hangsheng Environmental Protection Technology Co., Ltd. (Formerly Sichuan Mianyang Huayuan Lixing Environmental Protection Technology Co., Ltd.)",catalytic_converter,1,814
Beiqi Foton,2016-2020,Tenneco,catalytic_converter,1,226
Beiqi Foton,2016-2020,"United Automotive Electronic Systems Co., Ltd.",fuel_injection,1,204
Beiqi Foton,2016-2020,"United Automotive Electronic Systems Co., Ltd.",fuel_pump,1,932
Beiqi Foton,2016-2020,"Wuxi Weifu Environmental Catalysts Co., Ltd.",catalytic_converter,1,859
Beiqi Foton,2016-2020,"Wuxi Weifu Leader Catalytic Converter Co., Ltd.",catalytic_converter,5,4933
Beiqi Foton,2016-2020,Youfin,abs_esc,2,1989
Beiqi Foton,2016-2020,ZF,automated_manual_transmission,1,948
Beiqi Foton,2016-2020,"Zhejiang Zomax Transmission Co., Ltd.",manual_transmission,1,542
Beiqi Foton,2021-2025,Bosch,abs_esc,2,1102
Beiqi Foton,2021-2025,Foton,automatic_transmission_(at),1,750
Beiqi Foton,2021-2025,Ruili,abs_esc,1,912
Beiqi Foton,2021-2025,"United Automotive Electronic Systems Co., Ltd.",fuel_injection,1,666
Beiqi Foton,2021-2025,"United Automotive Electronic Systems Co., Ltd.",fuel_pump,1,328
Beiqi Foton,2021-2025,"Wuxi Weifu Leader Catalytic Converter Co., Ltd.",catalytic_converter,1,296
Beiqi Foton,2021-2025,Youfin,abs_esc,2,1644
Bentley,2005-2010,Federal-Mogul,disc_brake_(pad),1,598
Bentley,2005-2010,ZF,torque_converter,1,595
Bentley,2011-2015,Bosch,power_steering_pump,1,521
Bentley,2011-2015,Bosch,starter_motor,1,757
Bentley,2011-2015,MAHLE,piston,1,301
Bentley,2011-2015,Sogefi,stablizer,2,1821
Bentley,2011-2015,thyssenKrupp,crankshaft,1,854
Bentley,2011-2015,ZF,automatic_transmission_(at),2,692
Bentley,2011-2015,ZF,torque_converter,2,969
Bentley,2016-2020,B?hler Motor GmbH,water_pump,1,848
Bentley,2016-2020,Continental,fuel_injection,2,1057
Bentley,2016-2020,Continental,fuel_pump,2,839
Bentley,2016-2020,Federal-Mogul,piston,1,146
Bentley,2016-2020,Friedrich Boysen GmbH & Co. KG,catalytic_converter,4,2930
Bentley,2016-2020,Friedrich Boysen GmbH & Co. KG,exhaust_manifold,1,978
Bentley,2016-2020,KACO GmbH + Co. KG,crankshaft,1,299
Bentley,2016-2020,Rheinmetall,cylinder_block,2,853
Bentley,2016-2020,Schaeffler,stablizer,2,1130
Bentley,2016-2020,thyssenKrupp,camshaft,1,787
Bentley,2016-2020,TI,fuel_pump,1,764
Bentley,2016-2020,Vibracoustic,shock_absorber,1,357
Bentley,2016-2020,ZF,automatic_transmission_(at),4,4568
Bentley,2016-2020,ZF,shock_absorber,1,751
Bentley,2021-2025,Freudenberg Sealing Technologies,camshaft,1,891
Bentley,2021-2025,Friedrich Boysen GmbH & Co. KG,catalytic_converter,1,1523
Bentley,2021-2025,Gebauer & Griller Kabelwerke GmbH,starter_motor,1,882
Bentley,2021-2025,Rheinmetall,cylinder_block,1,398
Bentley,2021-2025,Schaeffler,camshaft,1,249
Bentley,2021-2025,ZF,automatic_transmission_(at),2,1120
Bentley,2021-2025,ZF,chassis_frame,1,220
Bisu,2016-2020,Beijing West Industries,abs_esc,1,599
Bisu,2016-2020,Bosch,abs_esc,1,574
Bisu,2016-2020,"Kunming Sino-Platinum Metals Catalyst Co., Ltd.",catalytic_converter,1,736
Bisu,2016-2020,"Wuhu Bethel Electronic Control System Co., Ltd.",abs_esc,1,273
Bisu,2016-2020,"Wuxi Weifu Environmental Catalysts Co., Ltd.",catalytic_converter,1,185
BMW,2005-2010,Aisin,automatic_transmission_(at),1,3888
BMW,2005-2010,Bosch,starter_motor,1,675
BMW,2005-2010,Denso,starter_motor,2,542
BMW,2005-2010,Federal-Mogul,piston,2,1306
BMW,2005-2010,Garrett Motion,disc_brake_(pad),3,3155
BMW,2005-2010,Gestamp,chassis_frame,1,400
BMW,2005-2010,Hirschvogel,crankshaft,1,191
BMW,2005-2010,Huf Huelsbeck & Fuerst GmbH & Co. KG,starter_motor,1,941
BMW,2005-2010,ITT,disc_brake_(pad),4,3285
BMW,2005-2010,KS Large Bore Pistons Group (Formerly KS Kolbenschmidt GmbH),cylinder_block,1,157
BMW,2005-2010,KS Large Bore Pistons Group (Formerly KS Kolbenschmidt GmbH),piston,1,277
BMW,2005-2010,Magna,manual_transmission,1,1694
BMW,2005-2010,Magna,oil_pump,1,399
BMW,2005-2010,Magna,power_steering_pump,1,500
BMW,2005-2010,MAHLE,camshaft,1,654
BMW,2005-2010,MAHLE,piston,2,1617
BMW,2005-2010,Oerlikon Friction Systems (Germany) GmbH,torque_converter,1,572
BMW,2005-2010,Pierburg,water_pump,1,266
BMW,2005-2010,thyssenkrupp,camshaft,1,807
BMW,2005-2010,thyssenkrupp,crankshaft,1,296
BMW,2005-2010,thyssenkrupp,stablizer,1,369
BMW,2005-2010,thyssenKrupp,crankshaft,1,857
BMW,2005-2010,thyssenKrupp,stablizer,2,769
BMW,2005-2010,TI,fuel_pump,1,251
BMW,2005-2010,TMD Friction Holdings GmbH,disc_brake_(pad),1,172
BMW,2005-2010,Winkelmann Powertrain Components GmbH & Co. KG,fuel_injection,1,863
BMW,2005-2010,ZF,manual_transmission,1,798
BMW,2005-2010,ZF,stablizer,2,2645
BMW,2005-2010,ZF,torque_converter,1,556
BMW,2011-2015,Aisin,automatic_transmission_(at),1,833
BMW,2011-2015,Aisin,manual_transmission,1,334
BMW,2011-2015,Albert Handtmann Metallgusswerk GmbH & Co. KG,manual_transmission,1,196
BMW,2011-2015,BMW,abs_esc,1,172
BMW,2011-2015,BorgWarner,clutch,1,598
BMW,2011-2015,BorgWarner,oil_pump,2,847
BMW,2011-2015,Bosch,fuel_injection,3,3159
BMW,2011-2015,Bosch,fuel_pump,2,1946
BMW,2011-2015,Bosch,power_steering_pump,2,2803
BMW,2011-2015,Bosch,starter_motor,4,2753
BMW,2011-2015,Bosch,steering_gear,2,4937
BMW,2011-2015,Bosch,water_pump,1,233
BMW,2011-2015,Continental,abs_esc,1,742
BMW,2011-2015,Continental,crankshaft,1,258
BMW,2011-2015,Continental,fuel_injection,2,1204
BMW,2011-2015,Continental,fuel_pump,1,1471
BMW,2011-2015,Continental,water_pump,3,1622
BMW,2011-2015,Denso,fuel_injection,1,821
BMW,2011-2015,Denso,starter_motor,1,1218
BMW,2011-2015,Dowlais Group plc,automatic_transmission_(at),1,600
BMW,2011-2015,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,1,1005
BMW,2011-2015,Ebersp?cher Gruppe GmbH & Co. KG,exhaust_manifold,1,1372
BMW,2011-2015,Federal-Mogul,piston,7,8615
BMW,2011-2015,FEMALK Zrt. - Dunavars?ny Plant,crossmember,3,1499
BMW,2011-2015,Forvia,catalytic_converter,2,3824
BMW,2011-2015,Forvia,exhaust_manifold,4,4142
BMW,2011-2015,Freudenberg Sealing Technologies,camshaft,3,2935
BMW,2011-2015,Freudenberg Sealing Technologies,crankshaft,4,3992
BMW,2011-2015,Freudenberg Sealing Technologies,piston,1,345
BMW,2011-2015,Friedrich Boysen GmbH & Co. KG,catalytic_converter,1,3237
BMW,2011-2015,Friedrich Boysen GmbH & Co. KG,exhaust_manifold,1,2001
BMW,2011-2015,FTE,clutch,4,1865
BMW,2011-2015,Garrett Motion,disc_brake_(pad),4,6438
BMW,2011-2015,Gedia Gebrueder Dingerkus GmbH,crossmember,1,614
BMW,2011-2015,Georg Fischer AG,cylinder_block,4,3162
BMW,2011-2015,Georg Fischer AG,exhaust_manifold,3,1376
BMW,2011-2015,Gestamp,chassis_frame,1,244
BMW,2011-2015,Hirschvogel,crankshaft,4,2687
BMW,2011-2015,Hirschvogel,steering_gear,1,1087
BMW,2011-2015,Hirschvogel,transmission_shaft,1,730
BMW,2011-2015,ITT,disc_brake_(pad),5,3902
BMW,2011-2015,Magna,manual_transmission,4,6802
BMW,2011-2015,Magna,oil_pump,3,1225
BMW,2011-2015,Magna,power_steering_pump,3,3487
BMW,2011-2015,Magna,water_pump,1,777
BMW,2011-2015,MAHLE,camshaft,5,2377
BMW,2011-2015,MAHLE,oil_pump,2,1534
BMW,2011-2015,MAHLE,piston,7,10768
BMW,2011-2015,MAHLE,water_pump,1,461
BMW,2011-2015,Mubea,stablizer,1,517
BMW,2011-2015,Pierburg,oil_pump,1,206
BMW,2011-2015,Pierburg,water_pump,5,13659
BMW,2011-2015,PMG,crankshaft,1,320
BMW,2011-2015,PMG,shock_absorber,1,493
BMW,2011-2015,Rheinmetall,crankshaft,1,709
BMW,2011-2015,Rheinmetall,piston,2,1459
BMW,2011-2015,Rheinmetall,water_pump,2,1921
BMW,2011-2015,Schaeffler,clutch,3,1525
BMW,2011-2015,Schaeffler,stablizer,2,1068
BMW,2011-2015,Sogefi,stablizer,1,502
BMW,2011-2015,Sogefi,water_pump,2,847
BMW,2011-2015,Tenneco,catalytic_converter,1,538
BMW,2011-2015,thyssenkrupp,camshaft,1,714
BMW,2011-2015,thyssenkrupp,crankshaft,2,1807
BMW,2011-2015,thyssenkrupp,shock_absorber,1,779
BMW,2011-2015,thyssenkrupp,stablizer,1,1157
BMW,2011-2015,thyssenKrupp,camshaft,5,4288
BMW,2011-2015,thyssenKrupp,crankshaft,6,10206
BMW,2011-2015,thyssenKrupp,stablizer,3,2653
BMW,2011-2015,TI,fuel_pump,2,3448
BMW,2011-2015,TMD Friction Holdings GmbH,disc_brake_(pad),3,3117
BMW,2011-2015,Valeo,clutch,2,944
BMW,2011-2015,Valeo,starter_motor,1,728
BMW,2011-2015,Vibracoustic,shock_absorber,1,1299
BMW,2011-2015,Wescast,exhaust_manifold,2,644
BMW,2011-2015,Winkelmann Powertrain Components GmbH & Co. KG,fuel_injection,1,213
BMW,2011-2015,ZF,automatic_transmission_(at),10,21669
BMW,2011-2015,ZF,camshaft,2,1923
BMW,2011-2015,ZF,manual_transmission,3,1914
BMW,2011-2015,ZF,shock_absorber,1,524
BMW,2011-2015,ZF,stablizer,1,248
BMW,2011-2015,ZF,steering_gear,1,975
BMW,2011-2015,ZF,torque_converter,8,10503
BMW,2016-2020,Aisin,automatic_transmission_(at),4,4811
BMW,2016-2020,Aisin,manual_transmission,1,1291
BMW,2016-2020,Beijing West Industries,shock_absorber,1,509
BMW,2016-2020,BMW,abs_esc,1,419
BMW,2016-2020,BMW,chassis_frame,1,776
BMW,2016-2020,BorgWarner,exhaust_manifold,2,2302
BMW,2016-2020,Bosch,fuel_injection,5,4663
BMW,2016-2020,Bosch,fuel_pump,1,1060
BMW,2016-2020,Bosch,starter_motor,1,626
BMW,2016-2020,Bosch,water_pump,3,3549
BMW,2016-2020,Brembo,disc_brake_(pad),2,1265
BMW,2016-2020,Continental,abs_esc,2,1662
BMW,2016-2020,Continental,crossmember,1,1816
BMW,2016-2020,Denso,starter_motor,1,158
BMW,2016-2020,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,5,21186
BMW,2016-2020,Ebersp?cher Gruppe GmbH & Co. KG,exhaust_manifold,1,500
BMW,2016-2020,Federal-Mogul,disc_brake_(pad),3,3364
BMW,2016-2020,Federal-Mogul,piston,6,4968
BMW,2016-2020,Forvia,catalytic_converter,9,9856
BMW,2016-2020,Forvia,exhaust_manifold,4,1591
BMW,2016-2020,Freudenberg Sealing Technologies,crankshaft,4,1980
BMW,2016-2020,Freudenberg Sealing Technologies,stablizer,1,779
BMW,2016-2020,Freudenberg Sealing Technologies,transmission_shaft,1,512
BMW,2016-2020,Friedrich Boysen GmbH & Co. KG,catalytic_converter,7,25574
BMW,2016-2020,Friedrich Boysen GmbH & Co. KG,exhaust_manifold,2,453
BMW,2016-2020,FTE,clutch,2,1557
BMW,2016-2020,Gentherm Pr?zision SE,fuel_pump,1,410
BMW,2016-2020,Georg Fischer AG,chassis_frame,1,991
BMW,2016-2020,Gestamp,chassis_frame,1,182
BMW,2016-2020,GF Linamar LLC,shock_absorber,1,1809
BMW,2016-2020,Hirotec,chassis_frame,1,595
BMW,2016-2020,Hirschvogel,crankshaft,5,3198
BMW,2016-2020,Hirschvogel,fuel_injection,1,708
BMW,2016-2020,Hirschvogel,transmission_shaft,1,641
BMW,2016-2020,Hoerbiger,automatic_transmission_(at),1,844
BMW,2016-2020,Industrie Saleri Italo S.p.A.,water_pump,3,3764
BMW,2016-2020,JTEKT,steering_gear,2,3172
BMW,2016-2020,Linamar,camshaft,1,370
BMW,2016-2020,Linamar,chassis_frame,3,2056
BMW,2016-2020,Linde + Wiemann SE & Co. KG,shock_absorber,1,447
BMW,2016-2020,M?hlhoff Umformtechnik GmbH,chassis_frame,1,277
BMW,2016-2020,Magna,manual_transmission,1,6661
BMW,2016-2020,MAHLE,oil_pump,4,4737
BMW,2016-2020,MAHLE,piston,4,5263
BMW,2016-2020,Meleghy Automotive GmbH & Co. KG,chassis_frame,1,962
BMW,2016-2020,Metaldyne,crankshaft,1,251
BMW,2016-2020,Nemak,cylinder_block,4,2546
BMW,2016-2020,"Novelis, Inc.",chassis_frame,1,373
BMW,2016-2020,Pierburg,water_pump,1,147
BMW,2016-2020,PMG,shock_absorber,1,281
BMW,2016-2020,Rheinmetall,crankshaft,1,791
BMW,2016-2020,Rheinmetall,cylinder_block,1,1688
BMW,2016-2020,Schaeffler,catalytic_converter,1,981
BMW,2016-2020,Schaeffler,stablizer,1,974
BMW,2016-2020,Schaeffler,water_pump,1,924
BMW,2016-2020,Sensata,oil_pump,1,649
BMW,2016-2020,Tenneco,catalytic_converter,4,6183
BMW,2016-2020,Tenneco,piston,1,315
BMW,2016-2020,Tenneco,shock_absorber,5,4090
BMW,2016-2020,thyssenkrupp,shock_absorber,1,491
BMW,2016-2020,thyssenkrupp,steering_gear,1,1411
BMW,2016-2020,thyssenKrupp,camshaft,3,2806
BMW,2016-2020,thyssenKrupp,stablizer,1,263
BMW,2016-2020,Valeo,oil_pump,1,509
BMW,2016-2020,Valeo,starter_motor,2,2600
BMW,2016-2020,Vibracoustic,shock_absorber,3,2532
BMW,2016-2020,Walor North America Inc. (Formerly Hirschvogel Inc.),crankshaft,1,576
BMW,2016-2020,ZF,abs_esc,2,1757
BMW,2016-2020,ZF,automated_manual_transmission,1,789
BMW,2016-2020,ZF,automatic_transmission_(at),12,38123
BMW,2016-2020,ZF,camshaft,1,707
BMW,2016-2020,ZF,chassis_frame,2,1802
BMW,2016-2020,ZF,disc_brake_(pad),2,10038
BMW,2016-2020,ZF,manual_transmission,2,1632
BMW,2016-2020,ZF,shock_absorber,4,2942
BMW,2016-2020,ZF,torque_converter,3,1965
BMW,2021-2025,Aisin,automatic_transmission_(at),1,1737
BMW,2021-2025,Bosch,catalytic_converter,1,232
BMW,2021-2025,Bosch,fuel_pump,2,945
BMW,2021-2025,Bosch,water_pump,1,434
BMW,2021-2025,Boysen,catalytic_converter,1,183
BMW,2021-2025,Brembo,disc_brake_(pad),1,970
BMW,2021-2025,Continental,abs_esc,21,49767
BMW,2021-2025,Continental,shock_absorber,3,2221
BMW,2021-2025,Denso,starter_motor,3,911
BMW,2021-2025,Dowlais Group plc,transmission_shaft,1,1741
BMW,2021-2025,Ebersp?cher Gruppe GmbH & Co. KG,catalytic_converter,1,4782
BMW,2021-2025,Federal-Mogul,catalytic_converter,1,524
BMW,2021-2025,Flex N Gate,chassis_frame,1,841
BMW,2021-2025,Forvia,catalytic_converter,1,1752
BMW,2021-2025,Friedrich Boysen GmbH & Co. KG,catalytic_converter,3,9159
BMW,2021-2025,Friedrich Boysen GmbH & Co. KG,exhaust_manifold,1,926
BMW,2021-2025,Gestamp,chassis_frame,1,255
BMW,2021-2025,Gestamp,stablizer,1,701
BMW,2021-2025,Hanon Systems,water_pump,1,954
BMW,2021-2025,Hirotec,chassis_frame,2,580
BMW,2021-2025,Hirschvogel,fuel_injection,1,539
BMW,2021-2025,Hirschvogel,transmission_shaft,2,936
BMW,2021-2025,JTEKT,steering_gear,4,2257
BMW,2021-2025,Kirchhoff,crossmember,2,903
BMW,2021-2025,KIRCHHOFF,chassis_frame,1,534
BMW,2021-2025,Magna,chassis_frame,1,1355
BMW,2021-2025,MAHLE,piston,1,272
BMW,2021-2025,Marelli,crossmember,1,453
BMW,2021-2025,Mubea,chassis_frame,1,189
BMW,2021-2025,Mubea,crossmember,1,788
BMW,2021-2025,Mubea,stablizer,4,2877
BMW,2021-2025,Nemak,chassis_frame,2,689
BMW,2021-2025,Nemak,crossmember,1,846
BMW,2021-2025,PCL,camshaft,1,5917
BMW,2021-2025,Rheinmetall,cylinder_block,1,926
BMW,2021-2025,SEGA,starter_motor,1,273
BMW,2021-2025,Tenneco,catalytic_converter,1,3565
BMW,2021-2025,thyssenKrupp,steering_gear,3,1156
BMW,2021-2025,Valeo,starter_motor,8,4294
BMW,2021-2025,Vibracoustic,shock_absorber,5,3396
BMW,2021-2025,WABCO Group International Inc.,stablizer,1,966
